Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
1284,Sapra Pastry Treat,1,Gurgaon,H6 Qutab Plaza DLF Phase 1 Gurgaon,Qutab Plaza DLF Phase 1,Qutab Plaza DLF Phase 1 Gurgaon,771022654,284720383,Bakery Fast Food,250,Indian RupeesRs,No,Yes,No,No,1,30,Orange,Average,33
1313,Subway,1,Gurgaon,J1 Qutab Plaza DLF Phase 1 Gurgaon,Qutab Plaza DLF Phase 1,Qutab Plaza DLF Phase 1 Gurgaon,771024003,284715582,American Fast Food Salad Healthy Food,500,Indian RupeesRs,No,Yes,No,No,2,32,Orange,Average,92
301737,Sunny Sweets,1,Gurgaon,A 6 Qutab Plaza DLF Phase 1 Gurgaon,Qutab Plaza DLF Phase 1,Qutab Plaza DLF Phase 1 Gurgaon,771017259,284715383,Mithai Street Food,200,Indian RupeesRs,No,No,No,No,1,33,Orange,Average,22
18455518,The Healthy Rasoi,1,Gurgaon,Shop B5 Qutab Plaza Market DLF Phase 1 Gurgaon,Qutab Plaza DLF Phase 1,Qutab Plaza DLF Phase 1 Gurgaon,771018159,284713676,Healthy Food North Indian Beverages,500,Indian RupeesRs,No,No,No,No,2,37,Yellow,Good,25
18398606,Burger King,1,Gurgaon,Shop 6 Lower Ground Floor Raheja Mall Sohna Road Gurgaon,Raheja Mall Sohna Road,Raheja Mall Sohna Road Gurgaon,770392029,284237354,Burger Fast Food,500,Indian RupeesRs,No,Yes,No,No,2,30,Orange,Average,71
309030,Hong Kong Express,1,Gurgaon,2nd Floor Raheja Mall Sohna Road Gurgaon,Raheja Mall Sohna Road,Raheja Mall Sohna Road Gurgaon,770395802,284234228,Chinese Thai,700,Indian RupeesRs,No,Yes,No,No,2,32,Orange,Average,100
3909,Viva Hyderabad,1,Gurgaon,Food Court 3rd Floor Raheja Mall Sohna Road Gurgaon,Raheja Mall Sohna Road,Raheja Mall Sohna Road Gurgaon,770394902,284234142,Biryani North Indian,600,Indian RupeesRs,No,Yes,No,No,2,23,Red,Poor,32
4290,Cafe Rouge  Ramada,1,Gurgaon,Ramada Gurgaon Central Site No2 Sector 44 Gurgaon,Ramada Gurgaon Central Sector 44,Ramada Gurgaon Central Sector 44 Gurgaon,770706524,284497396,North Eastern Continental South Indian Fast Food,1500,Indian RupeesRs,Yes,No,No,No,3,35,Yellow,Good,194
1452,Shamji Sweets,1,Gurgaon,Sohna Chowk Near Jama Masjid Sadar Bazar Gurgaon,Sadar Bazar,Sadar Bazar Gurgaon,770268394,284596657,Mithai,200,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,15
303779,Sialkoti Vaishno Dhaba,1,Gurgaon,HPO Chowk Sadar Bazar Gurgaon,Sadar Bazar,Sadar Bazar Gurgaon,770313172,284623451,North Indian,250,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,16
554,Haldirams,1,Gurgaon,Ground Floor Sahara Mall MG Road Gurgaon,Sahara Mall MG Road,Sahara Mall MG Road Gurgaon,770868894,284797958,North Indian South Indian Chinese Street Food Fast Food Mithai Desserts,600,Indian RupeesRs,No,No,No,No,2,36,Yellow,Good,315
3953,Club Prison,1,Gurgaon,305  306 3rd Floor Sahara Mall MG Road Gurgaon,Sahara Mall MG Road,Sahara Mall MG Road Gurgaon,770865747,284797207,Finger Food,1800,Indian RupeesRs,No,No,No,No,3,24,Red,Poor,53
18368009,Maa Bhagwati Tiffins,1,Gurgaon,Subhash Nagar Sector 12 Gurgaon,Sector 12,Sector 12 Gurgaon,770324732,284636195,North Indian,200,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,4
305242,Spices  Sauces,1,Gurgaon,City Mark Hotel Mahavir Chowk Near Sector 12 Gurgaon,Sector 12,Sector 12 Gurgaon,770324282,284637496,North Indian Continental,1500,Indian RupeesRs,Yes,No,No,No,3,30,Orange,Average,8
18419914,Indian Food Cafe,1,Gurgaon,Shop 323 Public Tree Bus Stand Road Opposite Allahabad Bank Sector 12 Gurgaon,Sector 12,Sector 12 Gurgaon,770338596,284675057,North Indian,500,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,1
303730,Assam Tea Corner,1,Gurgaon,New Mata Road Rajiv Colony Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770404135,284755199,Chinese Street Food,150,Indian RupeesRs,No,No,No,No,1,28,Orange,Average,6
18462214,Bakingo,1,Gurgaon,M14 Old DLF Colony Sector 14 Gurgaon Delhi NCR,Sector 14,Sector 14 Gurgaon,770441684,284706936,Bakery,400,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,4
309272,Balaji Sweets  Snacks,1,Gurgaon,Shop 1 Near Shiv Mandir Chowk Rajeev Nagar Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770348123,28476036,North Indian South Indian Chinese,400,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,6
18311957,Baxman Delivers,1,Gurgaon,Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,0,0,North Indian Chinese Fast Food Desserts,800,Indian RupeesRs,No,No,No,No,2,29,Orange,Average,4
18218304,Burger Point,1,Gurgaon,Shop 48 Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770483361,284735491,Burger Fast Food,300,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,20
18252419,Burger Xpress,1,Gurgaon,Shop 140 Main Market Opposite Hanuman Mandir Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770476105,284745207,Fast Food,300,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,20
606,Cafe Coffee Day,1,Gurgaon,SCO 10 Vishal Mega Mart Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,77046327,284775051,Cafe,450,Indian RupeesRs,No,No,No,No,1,28,Orange,Average,34
18133490,Cake Factory,1,Gurgaon,450 Bhim Nagar Near Ram Lila Ground Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770204025,284703517,Bakery Desserts,300,Indian RupeesRs,No,Yes,No,No,1,33,Orange,Average,36
18291476,Cake Maker,1,Gurgaon,23223 Opposite Air Force School Ground Floor Excel House Old Delhi Road Near Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770424008,284741041,Street Food Bakery,200,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,5
2071,Captains Table,1,Gurgaon,SCF 96 Main Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770474607,284740266,Bakery Desserts,200,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,41
18445653,Carpedium,1,Gurgaon,Shop 94 Huda Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770475174,28474015,Bakery Desserts,200,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,7
18466800,Chef Sack Kitchen,1,Gurgaon,Khasra 38983173 Basement Opposite Shubh Vatika Atul Kataria Chowk Sector12A Near Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,0,0,Mexican Lebanese Italian Continental Thai,500,Indian RupeesRs,No,No,No,No,2,31,Orange,Average,7
303743,Chinar Junction,1,Gurgaon,Late Atul Kataria Chowk Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,7704808339,2848038451,North Indian Chinese,600,Indian RupeesRs,No,No,No,No,2,28,Orange,Average,8
300174,Frontier,1,Gurgaon,59 11433362 Excel House Old Delhi Road Opposite Air Force School Near Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770424589,284739949,Bakery,200,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,10
18461280,Ganpati Rasoi,1,Gurgaon,New Railway Road Opposite Easy Day Jawahar Nagar Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,0,0,North Indian,200,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,11
6709,Indian  Chinese Corner,1,Gurgaon,76 Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,77048056,284730599,North Indian Chinese,400,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,21
18070491,Juice Lounge,1,Gurgaon,NM22 Ground Floor Old DLF Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770445066,284694139,Beverages Fast Food,350,Indian RupeesRs,No,No,No,No,1,34,Orange,Average,25
302907,KBs Kulfi  Icecream,1,Gurgaon,3 Atul Kataria Chowk Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770494753,284822008,Ice Cream,200,Indian RupeesRs,No,Yes,No,No,1,33,Orange,Average,19
889,KBs Kulfi  Icecream,1,Gurgaon,20 Opposite Plaza Hotel Old Delhi Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770439881,284754869,Ice Cream,200,Indian RupeesRs,No,Yes,No,No,1,33,Orange,Average,43
18337904,Keventers,1,Gurgaon,Shop 40 Main Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770481041,284736495,Beverages,250,Indian RupeesRs,No,No,No,No,1,26,Orange,Average,18
18415355,KFC,1,Gurgaon,Plot 98 Main market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,77047405,284740886,American Fast Food Burger,500,Indian RupeesRs,No,Yes,No,No,2,27,Orange,Average,17
853,Madras Cafe,1,Gurgaon,SCO 17 Near Huda Office Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770456073,28476629,South Indian North Indian Chinese Fast Food,300,Indian RupeesRs,No,No,No,No,1,33,Orange,Average,69
2620,Madurai Meenakshi Bhawan,1,Gurgaon,158 Sector 14 Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770473507,284740911,South Indian North Indian,300,Indian RupeesRs,No,No,No,No,1,34,Orange,Average,25
310155,Masala Fusion,1,Gurgaon,Opposite Air Force School Old Delhi Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770424589,284740845,North Indian Chinese,600,Indian RupeesRs,No,Yes,No,No,2,32,Orange,Average,52
5061,Moti Mahal Delux Tandoori Trail,1,Gurgaon,Old Delhi Road Opposite Ajit Cinema Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770351491,284665409,North Indian Continental,800,Indian RupeesRs,Yes,No,No,No,2,29,Orange,Average,16
18460326,Mr  Mrs Idly,1,Gurgaon,1656 Shining Sun Tower Furniture Market Near Government Girls School Jacobpura New Railway Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,0,0,South Indian Chinese,400,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,5
18471259,Pind Bawarchi,1,Gurgaon,Shop 4  5 Huda Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770482744,284728921,North Indian Chinese,600,Indian RupeesRs,No,Yes,No,No,2,31,Orange,Average,8
4122,Republic of Chicken,1,Gurgaon,SG 28 Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770484406,284736075,Raw Meats Fast Food,400,Indian RupeesRs,No,No,No,No,1,28,Orange,Average,9
1140,Ridhi Sidhi,1,Gurgaon,Bhim Nagar Near Ram Lila Ground Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,77020392,284703532,North Indian Chinese South Indian,500,Indian RupeesRs,No,Yes,No,No,2,30,Orange,Average,30
1145,Romi Da Dhaba,1,Gurgaon,Opposite Air Force School Old Delhi Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770432685,284750589,North Indian,450,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,34
887,Shamji Sweets,1,Gurgaon,2892 Old Delhi Road Near Telephone Exchange Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770394496,284702133,Mithai South Indian Chinese Street Food North Indian,600,Indian RupeesRs,No,No,No,No,2,29,Orange,Average,26
18461599,Six Pack Kitchen,1,Gurgaon,NM 6 Old DLF Colony Opposite Dr Lal Path Lab Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770453042,284699753,Healthy Food Continental,600,Indian RupeesRs,No,No,No,No,2,32,Orange,Average,13
18387990,Taste of Dilli 6,1,Gurgaon,Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770474907,284749637,Chinese North Indian,650,Indian RupeesRs,No,Yes,No,No,2,27,Orange,Average,9
9169,The Guls,1,Gurgaon,Sheetla Mata Road Near Shiv Mandir Chowk Near Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770349543,284768261,North Indian,650,Indian RupeesRs,No,No,No,No,2,30,Orange,Average,21
5129,The League Restaurant,1,Gurgaon,Old Delhi Road Opposite Officers Enclave Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770432685,284751486,North Indian Chinese,900,Indian RupeesRs,Yes,No,No,No,2,31,Orange,Average,17
1131,The Plaza Solitaire,1,Gurgaon,30 HUDA Commercial Centre Delhi Gurgaon Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,77044168,284751457,North Indian Mughlai Chinese South Indian,900,Indian RupeesRs,Yes,No,No,No,2,33,Orange,Average,32
303747,Uttarakhand Fast Food,1,Gurgaon,New Mata Kataria Road Rajiv Colony Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770363305,284758641,North Indian,200,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,6
329,Viva Hyderabad,1,Gurgaon,5 New Gurgaon Plaza Old Delhi Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770445955,284764122,Biryani North Indian,600,Indian RupeesRs,No,Yes,No,No,2,25,Orange,Average,70
303765,Wahid Food Corner,1,Gurgaon,Plot 100 Sheetla Mata Road Rajeev Nagar Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770347763,284758171,North Indian,400,Indian RupeesRs,No,No,No,No,1,28,Orange,Average,6
7225,Zync  Rosewood Hotel,1,Gurgaon,Old Delhi Road Exit 7 NH8 Near Raj Cinema Near Sector 14 Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,77037225,2846715278,North Indian Chinese Continental,1000,Indian RupeesRs,Yes,No,No,No,3,30,Orange,Average,5
18382626,Konetto Pizza,1,Gurgaon,Shop 7 Opposite Vishal Mega Mart Next to Citikart Old DelhiGurgaon Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770462096,284783985,Pizza,150,Indian RupeesRs,No,No,No,No,1,35,Yellow,Good,32
5068,South Store,1,Gurgaon,157 Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770475378,284743176,South Indian,200,Indian RupeesRs,No,No,No,No,1,35,Yellow,Good,64
18500628,Grill  Cafe,1,Gurgaon,485 Mahrauli Road Near Government College Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770404798,284662742,Chinese Mughlai North Indian,600,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,3
18268726,Gurgaon Mughlai Chicken,1,Gurgaon,Rajiv Nagar Near Apple Hospital Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770351435,284771621,North Indian Mughlai,350,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,2
6913,Mughal Chicken Corner,1,Gurgaon,Main Sheetla Mata Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770349588,284786503,North Indian Mughlai,500,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,3
18398604,Oven Aroma,1,Gurgaon,Shop 5  6 Atul Kataria Chowk Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770495364,284823461,Bakery,400,Indian RupeesRs,No,Yes,No,No,1,0,White,Not rated,3
300156,Radha Swami Shudh Vaishno Dhaba,1,Gurgaon,New Mata Road Rajeev Nagar Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770384802,284756545,North Indian,350,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,3
18241516,Special No1 Biryani Corner,1,Gurgaon,Shop 4 New Gurgaon Plaza Market Old Delhi Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770444379,284762474,Mughlai,700,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,2
311166,Sun Sweets Restaurant,1,Gurgaon,Chand Palace Fawara Chowk Bus Stand Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770335214,28464266,Street Food Mithai North Indian South Indian Chinese,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,3
18025110,Captain Bill Deliverz,1,Gurgaon,Near Main Market Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770476588,284738648,North Indian Chinese Fast Food,1000,Indian RupeesRs,No,Yes,Yes,No,3,24,Red,Poor,23
308223,China Hut,1,Gurgaon,Shop No3 Near Choudhary Tent House New Mata Road Rajiv Nagar Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770376289,284758573,Chinese Fast Food,300,Indian RupeesRs,No,No,No,No,1,24,Red,Poor,18
6832,G Dot,1,Gurgaon,Opposite Lt Atul Kataria Memorial School Mata Sheetla Mandir Road Sector 14 Gurgaon,Sector 14,Sector 14 Gurgaon,770338227,284785399,North Indian South Indian Chinese,400,Indian RupeesRs,No,Yes,No,No,1,24,Red,Poor,26
18286626,Cake2you,1,Gurgaon,5225 Near Jyoti Hospital Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770371148,284579792,Bakery Desserts,400,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,4
311770,Delight Express,1,Gurgaon,Shop 82 HUDA Market Part 2 Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770435543,284583117,Chinese North Indian,400,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,6
301221,Empress,1,Gurgaon,Treehouse Queens Pearl Opposite New Court Near Rajiv Chowk Near Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,77033231,284568511,North Indian Chinese,1000,Indian RupeesRs,Yes,No,No,No,3,29,Orange,Average,5
8833,Hotel DDR,1,Gurgaon,9 Old Judicial Complex Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770344852,284588673,North Indian Chinese Mughlai,500,Indian RupeesRs,No,No,No,No,2,28,Orange,Average,10
312438,Khan Kabab Corner,1,Gurgaon,Next to Hotel Haut Monde Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770380952,284555436,Mughlai North Indian,500,Indian RupeesRs,No,No,No,No,2,30,Orange,Average,4
18153548,Kwality Cakes and Bakes,1,Gurgaon,Shop 56 Opposite Hope Apartments Main Jharsa Road Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770381307,284555152,Bakery Desserts Fast Food,350,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,12
18449792,Nite Bites,1,Gurgaon,8375 Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,77041878,28460253,North Indian Chinese Continental,650,Indian RupeesRs,No,Yes,No,No,2,29,Orange,Average,4
18380639,Oriental Kitchen Express,1,Gurgaon,1 Housing Board Colony Near Jyoti Hospital Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770367474,284577727,Chinese Thai,450,Indian RupeesRs,No,Yes,No,No,1,33,Orange,Average,14
17953920,Royal Mart,1,Gurgaon,Shop 96 Main Jharsa Road Sector 151 Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770390954,284544096,Bakery Fast Food,300,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,4
2154,Sikkim Fast Food,1,Gurgaon,84 Main Market Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,770435095,284584547,Chinese,350,Indian RupeesRs,No,No,No,No,1,27,Orange,Average,36
18384112,ZASTY,1,Gurgaon,Sector 15 Gurgaon,Sector 15,Sector 15 Gurgaon,0,0,Continental North Indian Asian,500,Indian RupeesRs,No,No,No,No,2,35,Yellow,Good,28
9646,Maachh Bhaat,1,Gurgaon,57 Opposite Maruti Udyog Ltd Gate 2 Old Delhi Gurgaon Road Opposite Sector 18 Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770609808,284950876,Oriya,600,Indian RupeesRs,No,Yes,No,No,2,34,Orange,Average,256
18482069,ANTIDOTE,1,Gurgaon,Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,0,0,Beverages,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18451168,Bablu Fast Food,1,Gurgaon,Shop 5 Opposite Oriental Club Sector 18 Near Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770633149,284978576,Chinese,300,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18492042,Bikaner Sweets Snacks  Restaurant,1,Gurgaon,Huda Market Near Vipul Motors  Siemens Company Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770671006,284906203,Bakery Chinese North Indian,250,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
310632,Bikaner Sweets,1,Gurgaon,Shop 1 Old Delhi Gurgaon Road Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,77056052,284890258,North Indian Street Food Mithai,350,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18481290,Biryani  Rolls,1,Gurgaon,947 Sector 17 B Gurgaon,Sector 17,Sector 17 Gurgaon,770580477,284777059,North Indian,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18469972,Cafe Coffee Day,1,Gurgaon,B Block IFFCO Colony Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,0,0,Cafe,450,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18342375,Chefys Kitchen,1,Gurgaon,512 Sector 5 Sevice Lane Atul Kataria Marg Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,0,0,Biryani Pizza Fast Food Healthy Food,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
310515,Delight Express,1,Gurgaon,Shop 64 HUDA Market Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770610203,284780353,Raw Meats North Indian Chinese,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,2
18449658,Dilli Rasoi,1,Gurgaon,Divided Road Near Pasco Maruti Ltd Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,77057516,284879806,North Indian,200,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18396426,Dujal Cafe,1,Gurgaon,HUDA Market Opposite Anshu Dairy Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770608014,284776466,Chinese,250,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18489522,Full Dabba,1,Gurgaon,Plot 203 Sector 17A Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770633585,284978501,North Indian South Indian,300,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
18444299,HSI Food World,1,Gurgaon,90 Lt Atul Kataria Marg Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770670595,284772163,North Indian Chinese,600,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,0
18449785,Krishna Restaurant,1,Gurgaon,Near PNB ATM Kaushik Complex Sukhrali Main Road Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770616195,284756552,North Indian South Indian Chinese Fast Food,500,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,1
18449662,Lajawaab House Cafe,1,Gurgaon,2526 Huda Market Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770607991,284779663,North Indian South Indian Chinese,500,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,0
18432664,Luncheon Box,1,Gurgaon,Plot 1523 Near Gyan Mandir School Sector 17 C Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,0,0,North Indian,150,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
304793,Modern Sweets,1,Gurgaon,Opposite Sun Tower Sukhrali Village Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770603242,284753834,Mithai Street Food,100,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,2
302256,Radha Swami Shudh Vaishno Dhaba,1,Gurgaon,17  18 Old Delhi Road Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770558517,28488876,North Indian,150,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
18312631,Raju Vaishno Amritsari Dhaba,1,Gurgaon,17C Sukhrali Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770598733,284752695,North Indian,150,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18449666,Rustic Flavours,1,Gurgaon,Shop 18 HUDA Market Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770605389,284783366,North Indian,550,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,2
18396191,VK Food Court,1,Gurgaon,MG Road Sukhrali Sector 17 Gurgaon,Sector 17,Sector 17 Gurgaon,770610258,284755709,North Indian Chinese,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
302251,Dominos Pizza,1,Gurgaon,Ground Floor Amenity Block ITITES SEZ Village Dundahera Near Sector 21 Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,770714215,285097704,Pizza Fast Food,700,Indian RupeesRs,No,No,No,No,2,33,Orange,Average,32
18466943,GoGourmet,1,Gurgaon,Unit 2B Amenity BlockII Candor Techspace Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,770716913,285094378,Healthy Food Beverages,600,Indian RupeesRs,No,No,No,No,2,32,Orange,Average,8
18238248,Snack Shack,1,Gurgaon,Building 4 Near Food Court Unitech Infospace Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,770714215,285095911,Chinese,400,Indian RupeesRs,No,Yes,No,No,1,27,Orange,Average,15
18420426,Westross,1,Gurgaon,A11B32 Unit 2A Block 4A ITITeS SEZ Candor TechSpace Dundahera Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,770693827,28510128,Italian Mexican,400,Indian RupeesRs,No,Yes,No,No,1,35,Yellow,Good,40
18466973,Fruitpro,1,Gurgaon,Unit Sez Aminity Block Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,770716913,285100652,Beverages,150,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18446482,Konetto Pizza,1,Gurgaon,Amenity Block 2 Info City Old Delhi Gurugram Road Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,0,0,Pizza,150,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18372325,Tpot,1,Gurgaon,Shop 14 Aminities Block Infospace Sector 21 Gurgaon,Sector 21,Sector 21 Gurgaon,770712645,285096025,Cafe,800,Indian RupeesRs,No,Yes,No,No,2,0,White,Not rated,3
18291458,Cake Desire,1,Gurgaon,Shop 118 Sector 22 Gurgaon,Sector 22,Sector 22 Gurgaon,770644469,285029596,Bakery,400,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,4
18485789,Burger Xpress,1,Gurgaon,Shop 32 HUDA Market Sector 22 Gurgaon,Sector 22,Sector 22 Gurgaon,0,0,Fast Food,300,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,2
313477,Divine Bites,1,Gurgaon,Sector 22 Gurgaon,Sector 22,Sector 22 Gurgaon,770622916,285029001,Bakery,300,Indian RupeesRs,No,Yes,No,No,1,0,White,Not rated,0
18133515,Interaxis,1,Gurgaon,Sector 22 Gurgaon,Sector 22,Sector 22 Gurgaon,0,0,Raw Meats Fast Food,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18312451,Kwality walls swirls,1,Gurgaon,Unitech Infospace Sector 22 Gurgaon,Sector 22,Sector 22 Gurgaon,770738509,285101456,Ice Cream,200,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18312606,Milan Apna Dhaba,1,Gurgaon,Near Jawala Mill Chowk Sector 22 Gurgaon,Sector 22,Sector 22 Gurgaon,770689476,285035524,North Indian,300,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
